Original_ID,SMILES,standard_value,standard_units,relation,Activity_uM,Filter_Status,Source,Activity_Type
CHEMBL3355018,N#Cc1c(N)ncnc1N1CCC[C@H]1c1nc2cccc(C(F)(F)F)c2c(=O)n1-c1ccccc1,2800.0,nM,=,2.8,PASS,ChEMBL,IC50
CHEMBL3355017,N#Cc1c(N)ncnc1N1CCC[C@H]1c1nc2cccc(Cl)c2c(=O)n1C1CCOCC1,4700.0,nM,=,4.7,PASS,ChEMBL,IC50
CHEMBL3355011,Cc1ccccc1-n1c([C@@H]2CCCN2c2ncnc(N)c2C#N)nc2cccc(Cl)c2c1=O,5208.0,nM,=,5.208,PASS,ChEMBL,IC50
CHEMBL3355012,N#Cc1c(N)ncnc1N1CCC[C@H]1c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,393.0,nM,=,0.393,PASS,ChEMBL,IC50
CHEMBL3355011,Cc1ccccc1-n1c([C@@H]2CCCN2c2ncnc(N)c2C#N)nc2cccc(Cl)c2c1=O,5208.0,nM,=,5.208,PASS,ChEMBL,IC50
CHEMBL3355022,CO[C@H]1C[C@@H](c2nc3cccc(Cl)c3c(=O)n2-c2ccccc2)N(c2ncnc(N)c2C#N)C1,1300.0,nM,=,1.3,PASS,ChEMBL,IC50
CHEMBL3355068,COc1ccc(-c2ccc3ncc(-c4ccc(C(N)=O)cc4)n3n2)cc1OC,9.0,nM,=,0.009,PASS,ChEMBL,IC50
CHEMBL3355069,CN(C)S(=O)(=O)c1ccc(-c2cnc3ccc(-c4ccnc5[nH]ccc45)nn23)cc1,40.0,nM,=,0.04,PASS,ChEMBL,IC50
CHEMBL3355070,CN(C)S(=O)(=O)c1ccc(-c2cnn3c2CN(c2ccnc4[nH]ccc24)CC3)cc1,1100.0,nM,=,1.1,PASS,ChEMBL,IC50
CHEMBL3355071,C[C@@H]1Cn2ncc(-c3ccc(S(=O)(=O)N(C)C)cc3)c2CN1c1ccnc2[nH]ccc12,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3355472,CS(=O)(=O)Cn1cnc2c(N3CCOCC3)nc(-c3cccc4[nH]ccc34)cc21,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3352848,c1cc(-c2cc3c(ncn3CC3CC3)c(N3CCOCC3)n2)c2cc[nH]c2c1,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3355470,C[C@@H]1COCCN1c1nc(-c2cccc3[nH]ccc23)cc2nccn12,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3355469,c1cc(-c2cc3nccn3c(N3CCOCC3)n2)c2cc[nH]c2c1,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3319456,COc1ccc(-c2c[nH]c3ncc(-c4cc(F)cc(F)c4)cc23)cc1OC,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3102948,COc1ccc(-c2cnc3[nH]cc(-c4ccc(OC)c(OC)c4)c3c2)cc1OC,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3319455,COc1ccc(-c2cnc3[nH]cc(-c4ccc(OC)c(OC)c4)c3c2)cc1,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3319454,COc1ccc(-c2c[nH]c3ncc(-c4ccc(C)cc4)cc23)cc1OC,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3319453,COc1ccc(-c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)cc1OC,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3319452,COc1ccc(-c2c[nH]c3ncc(-c4ccc(F)cc4)cc23)cc1OC,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3319451,COc1ccc(-c2c[nH]c3ncc(-c4ccc(C#N)cc4)cc23)cc1OC,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3319450,COc1ccc(-c2c[nH]c3ncc(-c4ccccc4N)cc23)cc1OC,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3319449,COc1ccc(-c2c[nH]c3ncc(-c4ccccc4C)cc23)cc1OC,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3319448,COc1ccc(-c2c[nH]c3ncc(-c4cccnc4)cc23)cc1OC,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3319447,COc1ccc(-c2c[nH]c3ncc(-c4ccncc4)cc23)cc1OC,9700.0,nM,=,9.7,PASS,ChEMBL,IC50
CHEMBL3319446,COc1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1OC,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3319445,COc1ccc(-c2c[nH]c3ncc(-c4cccc(F)c4)cc23)cc1OC,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3319395,COc1ccc(-c2c[nH]c3ncc(-c4cccc(C)c4)cc23)cc1OC,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3319394,COc1ccc(-c2c[nH]c3ncc(-c4cccc(N(C)C)c4)cc23)cc1OC,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL2152263,COc1ccc(-c2c[nH]c3ncc(-c4cccc(C#N)c4)cc23)cc1OC,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL2152262,COc1ccc(-c2c[nH]c3ncc(-c4cccc(N)c4)cc23)cc1OC,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL1289467,COc1ccc(-c2c[nH]c3ncc(-c4cncc(N)c4)cc23)cc1OC,1450.0,nM,=,1.45,PASS,ChEMBL,IC50
CHEMBL1289468,COc1ccc(-c2c[nH]c3ncc(-c4cccc(NS(=O)(=O)c5ccccc5)c4)cc23)cc1OC,1600.0,nM,=,1.6,PASS,ChEMBL,IC50
CHEMBL1290790,COc1ccc(-c2c[nH]c3ncc(-c4cncc(NS(=O)(=O)c5ccccc5)c4)cc23)cc1OC,12.0,nM,=,0.012,PASS,ChEMBL,IC50
CHEMBL3326099,CCN(CC)CCCNc1nc(-c2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2)nc2ccsc12,130.0,nM,=,0.13,PASS,ChEMBL,IC50
CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,3.0,nM,=,0.003,PASS,ChEMBL,IC50
CHEMBL3318711,CC(Nc1ccccc1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,560.0,nM,=,0.56,PASS,ChEMBL,IC50
CHEMBL3318715,CC(Nc1ccccc1)c1cc(C(=O)NCCN(C)C)cn2c(=O)cc(N3CCOCC3)nc12,370.0,nM,=,0.37,PASS,ChEMBL,IC50
CHEMBL3319485,CC(Nc1cccc(Cl)c1F)c1cc(C(=O)NCCN(C)C)cn2c(=O)cc(N3CCOCC3)nc12,92.0,nM,=,0.092,PASS,ChEMBL,IC50
CHEMBL3319486,CC(Nc1ccc(F)cc1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,1300.0,nM,=,1.3,PASS,ChEMBL,IC50
CHEMBL3319489,CC(Nc1ccc(F)c(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,340.0,nM,=,0.34,PASS,ChEMBL,IC50
CHEMBL3319490,C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,75.0,nM,=,0.075,PASS,ChEMBL,IC50
CHEMBL3318711,CC(Nc1ccccc1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,9600.0,nM,=,9.6,PASS,ChEMBL,IC50
CHEMBL3318715,CC(Nc1ccccc1)c1cc(C(=O)NCCN(C)C)cn2c(=O)cc(N3CCOCC3)nc12,2200.0,nM,=,2.2,PASS,ChEMBL,IC50
CHEMBL3319485,CC(Nc1cccc(Cl)c1F)c1cc(C(=O)NCCN(C)C)cn2c(=O)cc(N3CCOCC3)nc12,970.0,nM,=,0.97,PASS,ChEMBL,IC50
CHEMBL3319489,CC(Nc1ccc(F)c(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,4700.0,nM,=,4.7,PASS,ChEMBL,IC50
CHEMBL3319490,C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,1200.0,nM,=,1.2,PASS,ChEMBL,IC50
CHEMBL3318708,Cc1cc([C@@H](C)Nc2ccccc2C(=O)NS(C)(=O)=O)c2nc(N3CCOCC3)cc(=O)n2c1,160.0,nM,=,0.16,PASS,ChEMBL,IC50
CHEMBL3318707,Cc1cc(C(C)Nc2ccccc2S(=O)(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,330.0,nM,=,0.33,PASS,ChEMBL,IC50
CHEMBL3318706,Cc1cc([C@@H](C)Nc2ccccc2C(=O)NO)c2nc(N3CCOCC3)cc(=O)n2c1,2880.0,nM,=,2.88,PASS,ChEMBL,IC50
CHEMBL3318705,Cc1cc(C(C)Nc2cc(Cl)ccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,1460.0,nM,=,1.46,PASS,ChEMBL,IC50
CHEMBL2165191,Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,870.0,nM,=,0.87,PASS,ChEMBL,IC50
CHEMBL1972466,Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,5800.0,nM,=,5.8,PASS,ChEMBL,IC50
CHEMBL3318713,CC(Nc1ccccc1)c1cc(C(=O)N2CCOCC2)cn2c(=O)cc(N3CCOCC3)nc12,6900.0,nM,=,6.9,PASS,ChEMBL,IC50
CHEMBL3318712,CC(Nc1ccccc1)c1cc(C(=O)N(C)CCO)cn2c(=O)cc(N3CCOCC3)nc12,2200.0,nM,=,2.2,PASS,ChEMBL,IC50
CHEMBL3318711,CC(Nc1ccccc1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,2500.0,nM,=,2.5,PASS,ChEMBL,IC50
CHEMBL3318709,Cc1cc(C(C)Nc2ccccc2-c2nnn[nH]2)c2nc(N3CCOCC3)cc(=O)n2c1,1410.0,nM,=,1.41,PASS,ChEMBL,IC50
CHEMBL3318710,CC(Nc1ccccc1)c1cc(C(=O)O)cn2c(=O)cc(N3CCOCC3)nc12,610.0,nM,=,0.61,PASS,ChEMBL,IC50
CHEMBL3318714,CC(Nc1ccccc1)c1cc(C(=O)N(C)CC(=O)O)cn2c(=O)cc(N3CCOCC3)nc12,3800.0,nM,=,3.8,PASS,ChEMBL,IC50
CHEMBL3318715,CC(Nc1ccccc1)c1cc(C(=O)NCCN(C)C)cn2c(=O)cc(N3CCOCC3)nc12,2300.0,nM,=,2.3,PASS,ChEMBL,IC50
CHEMBL3318716,CC(Nc1ccccc1)c1cc(C(=O)NCCN2CCNCC2)cn2c(=O)cc(N3CCOCC3)nc12,4800.0,nM,=,4.8,PASS,ChEMBL,IC50
CHEMBL3318718,Cc1ccccc1OC(C)c1cc(C(=O)N(C)CCO)cn2c(=O)cc(N3CCOCC3)nc12,1300.0,nM,=,1.3,PASS,ChEMBL,IC50
CHEMBL3318721,Cc1cccc(OC(C)c2cc(C(=O)N(C)CCO)cn3c(=O)cc(N4CCOCC4)nc23)c1,9400.0,nM,=,9.4,PASS,ChEMBL,IC50
CHEMBL3318722,CC(Oc1ccccc1F)c1cc(C(=O)N(C)CCO)cn2c(=O)cc(N3CCOCC3)nc12,3400.0,nM,=,3.4,PASS,ChEMBL,IC50
CHEMBL3318723,CC(Oc1cccc(C#N)c1)c1cc(C(=O)N(C)CCO)cn2c(=O)cc(N3CCOCC3)nc12,8200.0,nM,=,8.2,PASS,ChEMBL,IC50
CHEMBL3318724,COc1ccccc1OC(C)c1cc(C(=O)N(C)CCO)cn2c(=O)cc(N3CCOCC3)nc12,2500.0,nM,=,2.5,PASS,ChEMBL,IC50
CHEMBL3318725,COc1cccc(OC(C)c2cc(C(=O)N(C)CCO)cn3c(=O)cc(N4CCOCC4)nc23)c1,4500.0,nM,=,4.5,PASS,ChEMBL,IC50
CHEMBL3318726,Cc1cc(OC(C)c2cc(C(=O)N(C)CCO)cn3c(=O)cc(N4CCOCC4)nc23)ccc1F,2400.0,nM,=,2.4,PASS,ChEMBL,IC50
CHEMBL3318727,Cc1c(F)cccc1OC(C)c1cc(C(=O)N(C)CCO)cn2c(=O)cc(N3CCOCC3)nc12,600.0,nM,=,0.6,PASS,ChEMBL,IC50
CHEMBL3338893,COc1ccc(Nc2cc(-c3ccncc3)n[nH]c2=O)cc1,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3338892,COc1ccc(Nc2cc(-c3ccco3)n[nH]c2=O)cc1,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3338890,COc1ccc(Nc2cc(-c3ccccc3)n[nH]c2=O)cc1,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3338888,COc1ccc2[nH]c3c(=O)[nH]nc(-c4ccco4)c3c2c1,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3338887,COc1ccc2[nH]c3c(=O)[nH]nc(-c4ccc(C(F)(F)F)cc4)c3c2c1,6900.0,nM,=,6.9,PASS,ChEMBL,IC50
CHEMBL3338886,COc1ccc(-c2n[nH]c(=O)c3[nH]c4ccc(OC)cc4c23)cc1,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3338885,COc1ccc2[nH]c3c(=O)[nH]nc(-c4ccccc4)c3c2c1,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL3327142,COc1ccc(-c2cnc3nc(N)nc(C)c3c2)cn1,414.0,nM,=,0.414,PASS,ChEMBL,IC50
CHEMBL3327143,COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cc1F,117.0,nM,=,0.117,PASS,ChEMBL,IC50
CHEMBL3327144,COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cc1N,632.0,nM,=,0.632,PASS,ChEMBL,IC50
CHEMBL3327145,COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cc1NC(=O)C(F)(F)F,1000.0,nM,>,1.0,PASS,ChEMBL,IC50
CHEMBL3327017,COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cc1NS(C)(=O)=O,145.0,nM,=,0.145,PASS,ChEMBL,IC50
CHEMBL3327140,CCCCS(=O)(=O)Nc1cc(-c2cnc3nc(N)nc(C)c3c2)cnc1OC,47.5,nM,=,0.0475,PASS,ChEMBL,IC50
CHEMBL3327141,COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cc1NS(=O)(=O)C1CC1,55.6,nM,=,0.055600000000000004,PASS,ChEMBL,IC50
CHEMBL3112718,COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,3.59,nM,=,0.00359,PASS,ChEMBL,IC50
CHEMBL3327013,COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cc1NC(=O)c1ccc(F)cc1F,1000.0,nM,>,1.0,PASS,ChEMBL,IC50
CHEMBL3327014,COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cc1NC(=O)Nc1ccc(F)cc1F,1000.0,nM,>,1.0,PASS,ChEMBL,IC50
CHEMBL3327015,COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cn1,218.0,nM,=,0.218,PASS,ChEMBL,IC50
CHEMBL3327016,Cc1nc(N)nc2ncc(-c3cnc4[nH]ccc4c3)cc12,38.0,nM,=,0.038,PASS,ChEMBL,IC50
CHEMBL3327010,Cc1nc(N)nc2ncc(-c3cnc4[nH]cc(NS(=O)(=O)c5ccc(F)cc5F)c4c3)cc12,76.5,nM,=,0.0765,PASS,ChEMBL,IC50
CHEMBL3327011,Cc1nc(N)nc2ncc(-c3cnc4[nH]nc(NS(=O)(=O)c5ccc(F)cc5F)c4c3)cc12,82.4,nM,=,0.0824,PASS,ChEMBL,IC50
CHEMBL3327012,COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccccc1,63.1,nM,=,0.0631,PASS,ChEMBL,IC50
CHEMBL3327006,COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(C#N)cc1,2.82,nM,=,0.00282,PASS,ChEMBL,IC50
CHEMBL3327007,COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1,8.41,nM,=,0.00841,PASS,ChEMBL,IC50
CHEMBL3327008,COc1ccc(S(=O)(=O)Nc2cc(-c3cnc4nc(N)nc(C)c4c3)cnc2OC)cc1,67.0,nM,=,0.067,PASS,ChEMBL,IC50
CHEMBL3327009,COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1cccs1,23.3,nM,=,0.0233,PASS,ChEMBL,IC50
CHEMBL3327146,COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(Cl)s1,6.87,nM,=,0.00687,PASS,ChEMBL,IC50
CHEMBL3327147,COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1cccnc1,7.82,nM,=,0.00782,PASS,ChEMBL,IC50
CHEMBL1234354,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,8.33,nM,=,0.00833,PASS,ChEMBL,IC50
CHEMBL3343621,Cc1cc(/C=N/NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4sccc4n3)cc2)cc(C)c1O,27.0,nM,=,0.027,PASS,ChEMBL,IC50
CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,3.0,nM,=,0.003,PASS,ChEMBL,IC50
CHEMBL98350,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,550.0,nM,=,0.55,PASS,ChEMBL,IC50
CHEMBL1972466,Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,1000.0,nM,>,1.0,PASS,ChEMBL,IC50
CHEMBL3393502,Oc1ccc2nc(-c3ccccc3)nc(N3CCOCC3)c2c1,1300.0,nM,=,1.3,PASS,ChEMBL,IC50
CHEMBL510164,Oc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,2.0,nM,=,0.002,PASS,ChEMBL,IC50
CHEMBL1921986,Cc1c(CN2CCN(C(=O)[C@@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,4.8,nM,=,0.0048,PASS,ChEMBL,IC50
CHEMBL589258,CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N5CCN(C)CC5)cc4)cc3)nc21,2.0,nM,=,0.002,PASS,ChEMBL,IC50
CHEMBL586702,FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,16.0,nM,=,0.016,PASS,ChEMBL,IC50
CHEMBL3393066,Cc1nc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc2n1C(C)C,16.0,nM,=,0.016,PASS,ChEMBL,IC50
CHEMBL98350,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,481.0,nM,=,0.481,PASS,ChEMBL,IC50
CHEMBL3401259,Cc1ccc2c(c1)-c1nc3cc(C(F)(F)F)ccc3n1CCO2,685.0,nM,=,0.685,PASS,ChEMBL,IC50
CHEMBL3401255,Cc1ccc2c(c1)-c1nc3cc([N+](=O)[O-])ccc3n1CCO2,16.0,nM,=,0.016,PASS,ChEMBL,IC50
CHEMBL3401253,Brc1ccc2c(c1)-c1nc3cc(Br)ccc3n1CCO2,92.0,nM,=,0.092,PASS,ChEMBL,IC50
CHEMBL3401251,Cc1ccc2c(c1)-c1nc3cc(Br)ccc3n1CCO2,662.0,nM,=,0.662,PASS,ChEMBL,IC50
CHEMBL3401249,Clc1ccc2c(c1)nc1n2CCOc2ccc(Br)cc2-1,31.0,nM,=,0.031,PASS,ChEMBL,IC50
CHEMBL3401248,Clc1ccc2c(c1)-c1nc3cc(Cl)ccc3n1CCO2,127.0,nM,=,0.127,PASS,ChEMBL,IC50
CHEMBL3401245,Fc1ccc2c(c1)nc1n2CCOc2ccc(Br)cc2-1,181.0,nM,=,0.181,PASS,ChEMBL,IC50
CHEMBL3401244,Fc1ccc2c(c1)nc1n2CCOc2ccc(Cl)cc2-1,283.0,nM,=,0.283,PASS,ChEMBL,IC50
CHEMBL3401243,Cc1ccc2c(c1)-c1nc3cc(F)ccc3n1CCO2,474.0,nM,=,0.474,PASS,ChEMBL,IC50
CHEMBL3403813,Cc1ccc2c(c1)-c1nc3cc(C)ccc3n1CCO2,118.0,nM,=,0.118,PASS,ChEMBL,IC50
CHEMBL3403673,CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(Cl)c1-c1ccccn1,1370.0,nM,=,1.37,PASS,ChEMBL,IC50
CHEMBL3403674,CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(N(C)C)c1-c1ccccn1,1150.0,nM,=,1.15,PASS,ChEMBL,IC50
CHEMBL3403675,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(N2CC(O)C2)c1-c1ccccn1,1210.0,nM,=,1.21,PASS,ChEMBL,IC50
CHEMBL3403676,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(N2CCOCC2)c1-c1ccccn1,830.0,nM,=,0.83,PASS,ChEMBL,IC50
CHEMBL3403677,CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(C#N)c1-c1ccccn1,4400.0,nM,=,4.4,PASS,ChEMBL,IC50
CHEMBL3403678,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(-c2ccccn2)c1-c1ccccn1,7900.0,nM,=,7.9,PASS,ChEMBL,IC50
CHEMBL2216870,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,9700.0,nM,=,9.7,PASS,ChEMBL,IC50
CHEMBL3403664,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(S(C)(=O)=O)c1-c1ccccc1,920.0,nM,=,0.92,PASS,ChEMBL,IC50
CHEMBL3403665,COc1c(-c2ccccc2)c([C@H](C)Nc2ncnc(N)c2C#N)nc2ccc(F)cc12,420.0,nM,=,0.42,PASS,ChEMBL,IC50
CHEMBL3403667,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c([S+]([O-])CCO)c1-c1ccccc1,620.0,nM,=,0.62,PASS,ChEMBL,IC50
CHEMBL3403668,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(C#N)c1-c1ccccc1,5080.0,nM,=,5.08,PASS,ChEMBL,IC50
CHEMBL3403669,CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(NCCO)c1-c1ccccc1,1200.0,nM,=,1.2,PASS,ChEMBL,IC50
CHEMBL3403670,COCCNc1c(-c2ccccc2)c([C@H](C)Nc2ncnc(N)c2C#N)nc2ccc(F)cc12,1080.0,nM,=,1.08,PASS,ChEMBL,IC50
CHEMBL3403671,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(NCCN(C)C)c1-c1ccccc1,1600.0,nM,=,1.6,PASS,ChEMBL,IC50
CHEMBL2216892,C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(NCCS(C)(=O)=O)c1-c1ccccc1,900.0,nM,=,0.9,PASS,ChEMBL,IC50
CHEMBL2017974,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,30.0,nM,=,0.03,PASS,ChEMBL,IC50
CHEMBL3408261,CCN(CC)C(=O)c1cc(C(C)Nc2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1,150.0,nM,=,0.15,PASS,ChEMBL,IC50
CHEMBL3408262,C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCC2)cc2c(=O)cc(N3CCOCC3)oc12,29.0,nM,=,0.029,PASS,ChEMBL,IC50
CHEMBL3408263,CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCCC2)cc2c(=O)cc(N3CCOCC3)oc12,98.0,nM,=,0.098,PASS,ChEMBL,IC50
CHEMBL3408264,CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCCCC2)cc2c(=O)cc(N3CCOCC3)oc12,200.0,nM,=,0.2,PASS,ChEMBL,IC50
CHEMBL3408265,CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCOCC2)cc2c(=O)cc(N3CCOCC3)oc12,300.0,nM,=,0.3,PASS,ChEMBL,IC50
CHEMBL3408266,CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCC(O)CC2)cc2c(=O)cc(N3CCOCC3)oc12,230.0,nM,=,0.23,PASS,ChEMBL,IC50
CHEMBL3408267,CNC(=O)c1cc([C@@H](C)Nc2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1,18.0,nM,=,0.018,PASS,ChEMBL,IC50
CHEMBL3408268,CCNC(=O)c1cc(C(C)Nc2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1,59.0,nM,=,0.059,PASS,ChEMBL,IC50
CHEMBL3408269,COCCNC(=O)c1cc(C(C)Nc2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1,57.0,nM,=,0.057,PASS,ChEMBL,IC50
CHEMBL3408270,C[C@H]1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc([C@@H](C)Nc4cc(F)cc(F)c4)c3o2)CCO1,12.0,nM,=,0.012,PASS,ChEMBL,IC50
CHEMBL3408271,C[C@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCO[C@@H](C)C3)oc12,130.0,nM,=,0.13,PASS,ChEMBL,IC50
CHEMBL3408272,CN(C)C(=O)c1cc(CNc2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1,93.0,nM,=,0.093,PASS,ChEMBL,IC50
CHEMBL3408273,CN(C)C(=O)c1cc(CN(C)c2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1,25.0,nM,=,0.025,PASS,ChEMBL,IC50
CHEMBL3408274,C[C@H](c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(F)c1,280.0,nM,=,0.28,PASS,ChEMBL,IC50
CHEMBL3408275,C[C@@H](Oc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,970.0,nM,=,0.97,PASS,ChEMBL,IC50
CHEMBL3408276,CC(c1cc(C(=O)N2CCCC2)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(F)c1,510.0,nM,=,0.51,PASS,ChEMBL,IC50
CHEMBL3408277,C[C@H](c1cc(C(=O)N(C)CCO)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(F)c1,180.0,nM,=,0.18,PASS,ChEMBL,IC50
CHEMBL3408278,C[C@H](c1cc(C(=O)N2CCC(O)CC2)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(F)c1,370.0,nM,=,0.37,PASS,ChEMBL,IC50
